TIME_STAMP,ZIP_CODE,STATE,FORM_NAME,FORM_SITE,PRICE,REQUESTS_COUNT,CREDIT_SCORE_CATEGORY,SERVICE_TYPE_CATEGORY,BANK_CATEGORY,PAYMENT_CATEGORY,PURCHASE_TIME_CATEGORY,SERVICE_PURPOSE_CATEGORY,CONTACT_TYPE_CATEGORY,CONTACT_STATUS_CATEGORY,CUSTOMER_TYPE_CATEGORY,NEW_CUSTOMER,DUPE_COUNTER,CON_EMAIL
1/5/2016 9:13,65335,MO,Request Type 2,app.rug.com,181100,3,102,11,83,32,29,3,BY EMAIL,CALLED,VIP,n,1,18dmart9@blahh.com
1/19/2016 14:13,99628,AK,Request Type 2,m.rug.com,132500,0,103,10,83,50,30,3,BY PHONE,ON HOLD,VIP,n,0,1222lynnann@blahh.com
10/25/2015 3:13,11359,NY,Request Type 1,www.rug.com,115200,3,103,12,80,50,31,1,BY EMAIL,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
12/2/2015 4:13,59640,MT,Request Type 1,app.rug.com,145900,1,100,11,82,27,29,1,BY EMAIL,ON HOLD,WAITLIST,y,1,1222lynnann@blahh.com
1/5/2016 14:13,47264,IN,Request Type 1,m.rug.com,181900,2,100,13,80,24,30,2,BY EMAIL,ON HOLD,VIP,y,1,18hiltc@abcds.cn
1/29/2016 2:13,14228,NY,Request Type 2,www.rug.com,123900,0,99,14,82,45,32,3,BY EMAIL,CALLED,VIP,n,1,1985crp@blahh.com
12/2/2015 7:13,17317,PA,Request Type 2,app.rug.com,310100,1,101,13,83,27,30,3,BY PHONE,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/26/2015 9:13,54492,WI,Request Type 2,www.rug.com,119400,1,106,11,83,45,0,3,BY EMAIL,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
1/9/2016 1:13,72149,AR,Request Type 1,m.rug.com,93800,2,104,11,82,50,32,3,BY EMAIL,ON HOLD,VIP,n,1,1985crp@blahh.com
10/28/2015 12:13,24063,VA,Request Type 1,m.rug.com,117200,2,102,12,83,27,0,1,BY PHONE,ON HOLD,WAITLIST,n,1,11edc5677@blahh.com
12/3/2015 10:13,4614,ME,Request Type 2,www.rug.com,77300,0,99,10,81,27,29,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
12/1/2015 22:13,66087,KS,Request Type 2,m.rug.com,90200,3,102,11,83,50,0,3,BY PHONE,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/24/2015 12:13,97626,OR,Request Type 1,m.rug.com,161300,3,101,12,81,27,32,2,BY PHONE,ON HOLD,WAITLIST,n,0,1985crp@blahh.com
11/21/2015 22:13,80129,CO,Request Type 1,app.rug.com,128800,3,105,14,80,50,29,2,BY PHONE,CALLED,WAITLIST,n,1,1973n2000@blahh.com
1/25/2016 9:13,14060,NY,Request Type 1,app.rug.com,169900,0,105,11,83,45,29,2,BY EMAIL,CALLED,WAITLIST,y,1,14792266002@blahh.com
12/21/2015 8:13,52499,IA,Request Type 2,www.rug.com,186200,0,105,11,81,24,0,3,BY EMAIL,ON HOLD,VIP,y,1,14792266002@blahh.com
1/30/2016 18:13,32781,FL,Request Type 1,app.rug.com,83000,3,104,14,80,45,31,1,BY EMAIL,CALLED,WAITLIST,n,1,123delgado67@blahh.com
10/25/2015 19:13,17317,PA,Request Type 2,m.rug.com,84900,3,101,10,82,27,28,3,BY EMAIL,CALLED,WAITLIST,n,1,1973n2000@blahh.com
11/29/2015 5:13,16373,PA,Request Type 1,www.rug.com,76900,0,100,10,81,24,32,3,BY EMAIL,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
10/29/2015 20:13,4263,ME,Request Type 1,m.rug.com,115400,2,101,11,83,27,31,1,BY PHONE,CALLED,WAITLIST,n,0,1973n2000@blahh.com
10/6/2015 18:13,96076,CA,Request Type 1,app.rug.com,129400,1,103,14,81,32,29,2,BY EMAIL,ON HOLD,WAITLIST,n,0,1965nevarez@blahh.com
10/18/2015 9:13,85382,AZ,Request Type 1,m.rug.com,84300,2,106,14,81,45,30,1,BY EMAIL,ON HOLD,VIP,n,1,18dmart9@blahh.com
11/20/2015 1:13,31211,GA,Request Type 1,m.rug.com,157900,2,104,14,83,32,0,3,BY PHONE,CALLED,WAITLIST,n,1,123delgado67@blahh.com
1/12/2016 20:13,81211,CO,Request Type 2,app.rug.com,113000,0,103,13,81,50,29,3,BY PHONE,CALLED,WAITLIST,n,1,1973n2000@blahh.com
1/28/2016 14:13,54153,WI,Request Type 2,app.rug.com,124900,2,101,14,81,27,30,2,BY EMAIL,ON HOLD,VIP,n,1,11edc5677@blahh.com
1/9/2016 22:13,58549,ND,Request Type 2,app.rug.com,124600,3,106,12,82,27,32,2,BY EMAIL,ON HOLD,VIP,n,1,1973n2000@blahh.com
1/5/2016 14:13,5141,VT,Request Type 2,www.rug.com,144900,2,106,12,81,45,0,2,BY EMAIL,ON HOLD,VIP,n,1,1965nevarez@blahh.com
12/11/2015 4:13,60602,IL,Request Type 2,www.rug.com,74500,3,100,14,80,45,29,3,BY EMAIL,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
11/29/2015 22:13,70438,LA,Request Type 1,www.rug.com,120500,1,105,14,81,24,30,1,BY EMAIL,CALLED,VIP,n,1,1985crp@blahh.com
11/24/2015 13:13,51530,IA,Request Type 1,www.rug.com,187700,1,100,10,83,27,28,2,BY PHONE,CALLED,WAITLIST,n,1,1222lynnann@blahh.com
11/15/2015 17:13,30722,GA,Request Type 1,m.rug.com,187600,1,102,13,82,27,31,2,BY EMAIL,ON HOLD,WAITLIST,n,1,18hiltc@abcds.cn
12/12/2015 21:13,61318,IL,Request Type 1,www.rug.com,92200,2,105,14,81,50,32,2,BY EMAIL,ON HOLD,VIP,n,1,1965nevarez@blahh.com
12/10/2015 7:13,19548,PA,Request Type 2,m.rug.com,176900,0,100,12,82,27,28,2,BY PHONE,ON HOLD,WAITLIST,n,0,1973n2000@blahh.com
12/3/2015 11:13,68978,NE,Request Type 2,www.rug.com,173800,0,102,11,83,32,32,1,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
12/16/2015 11:13,92082,CA,Request Type 2,app.rug.com,179100,1,99,13,81,50,32,1,BY PHONE,ON HOLD,VIP,n,1,123delgado67@blahh.com
1/10/2016 17:13,62231,IL,Request Type 1,app.rug.com,1.00E+05,2,104,12,82,50,31,1,BY EMAIL,ON HOLD,VIP,n,1,14792266002@blahh.com
12/26/2015 9:13,20165,VA,Request Type 1,m.rug.com,146800,0,104,12,83,32,31,2,BY PHONE,CALLED,WAITLIST,n,1,1985crp@blahh.com
10/8/2015 6:13,44085,OH,Request Type 1,m.rug.com,160400,2,106,10,82,27,29,3,BY EMAIL,ON HOLD,VIP,n,1,1965nevarez@blahh.com
10/11/2015 7:13,43236,OH,Request Type 2,www.rug.com,165500,2,106,10,80,50,32,2,BY EMAIL,ON HOLD,VIP,n,1,18dmart9@blahh.com
1/6/2016 19:13,93708,CA,Request Type 1,m.rug.com,152800,1,103,12,81,24,28,3,BY EMAIL,CALLED,WAITLIST,n,1,1973n2000@blahh.com
11/10/2015 20:13,67748,KS,Request Type 2,www.rug.com,188500,0,101,12,81,50,0,1,BY EMAIL,ON HOLD,WAITLIST,n,0,18dmart9@blahh.com
1/25/2016 16:13,1301,MA,Request Type 1,www.rug.com,121900,2,99,13,80,50,0,1,BY PHONE,CALLED,VIP,n,1,18dmart9@blahh.com
1/26/2016 11:13,8246,NJ,Request Type 2,app.rug.com,175200,1,102,11,82,32,32,3,BY EMAIL,CALLED,VIP,y,0,14792266002@blahh.com
10/29/2015 8:13,26354,WV,Request Type 1,m.rug.com,100600,2,99,12,82,24,29,2,BY PHONE,ON HOLD,VIP,n,1,18john_a@abcds.k12.ia.us
10/11/2015 23:13,22241,VA,Request Type 1,m.rug.com,170300,3,104,10,82,27,32,1,BY EMAIL,ON HOLD,VIP,n,1,1973n2000@blahh.com
1/31/2016 7:13,76936,TX,Request Type 1,m.rug.com,143200,0,103,13,83,45,32,3,BY EMAIL,ON HOLD,VIP,y,1,11edc5677@blahh.com
11/10/2015 19:13,68381,NE,Request Type 1,www.rug.com,141700,2,102,11,80,27,31,3,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
12/10/2015 15:13,41181,KY,Request Type 1,m.rug.com,187100,2,106,10,81,27,30,3,BY EMAIL,ON HOLD,VIP,n,1,123delgado67@blahh.com
1/3/2016 18:13,98511,WA,Request Type 2,www.rug.com,121200,3,100,11,83,32,28,3,BY EMAIL,ON HOLD,WAITLIST,n,1,18dmart9@blahh.com
10/27/2015 1:13,20784,MD,Request Type 2,www.rug.com,174800,0,101,13,81,45,32,2,BY EMAIL,ON HOLD,VIP,y,1,18john_a@abcds.k12.ia.us
10/20/2015 15:13,55731,MN,Request Type 1,m.rug.com,175500,3,100,10,80,24,30,1,BY EMAIL,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
12/1/2015 2:13,31004,GA,Request Type 2,www.rug.com,198300,1,100,10,82,24,29,1,BY EMAIL,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
1/1/2016 4:13,98444,WA,Request Type 1,www.rug.com,199200,0,102,10,81,32,29,2,BY PHONE,ON HOLD,VIP,y,1,1222lynnann@blahh.com
11/18/2015 10:13,40484,KY,Request Type 2,m.rug.com,138600,2,102,12,82,50,28,1,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
11/19/2015 15:13,96311,AP,Request Type 1,m.rug.com,92600,0,101,13,81,32,0,3,BY PHONE,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
1/1/2016 6:13,64037,MO,Request Type 1,www.rug.com,155200,2,100,13,82,24,0,1,BY PHONE,ON HOLD,VIP,n,0,1973n2000@blahh.com
10/3/2015 14:13,73134,OK,Request Type 1,m.rug.com,251900,1,103,11,83,24,32,2,BY PHONE,ON HOLD,WAITLIST,y,1,123delgado67@blahh.com
10/24/2015 3:13,99648,AK,Request Type 2,www.rug.com,171900,0,100,12,83,32,29,2,BY EMAIL,CALLED,VIP,n,1,1985crp@blahh.com
11/15/2015 15:13,36071,AL,Request Type 2,app.rug.com,185900,0,100,11,81,32,32,2,BY EMAIL,ON HOLD,WAITLIST,y,1,18dmart9@blahh.com
1/13/2016 14:13,97825,OR,Request Type 1,app.rug.com,151000,0,101,10,81,24,32,3,BY EMAIL,CALLED,VIP,n,1,1973n2000@blahh.com
1/7/2016 18:13,40943,KY,Request Type 2,www.rug.com,173300,3,104,12,82,27,32,3,BY EMAIL,ON HOLD,WAITLIST,y,1,1985crp@blahh.com
10/7/2015 7:13,62891,IL,Request Type 1,m.rug.com,91200,3,105,13,83,32,28,3,BY EMAIL,ON HOLD,VIP,n,1,1965nevarez@blahh.com
1/22/2016 18:13,19173,PA,Request Type 1,m.rug.com,122000,2,103,13,82,27,31,1,BY PHONE,ON HOLD,VIP,n,1,11edc5677@blahh.com
10/4/2015 19:13,3255,NH,Request Type 1,app.rug.com,89200,3,101,11,82,24,29,2,BY PHONE,ON HOLD,VIP,n,1,1985crp@blahh.com
11/8/2015 8:13,92706,CA,Request Type 1,m.rug.com,149600,3,103,13,80,45,32,3,BY EMAIL,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
12/6/2015 10:13,77350,TX,Request Type 2,www.rug.com,78300,1,99,12,80,27,32,2,BY PHONE,ON HOLD,WAITLIST,y,1,1965nevarez@blahh.com
11/30/2015 15:13,48877,MI,Request Type 1,www.rug.com,102000,2,100,11,80,32,28,3,BY EMAIL,ON HOLD,WAITLIST,n,0,1973n2000@blahh.com
11/15/2015 8:13,88511,TX,Request Type 1,m.rug.com,170700,0,104,13,81,45,0,2,BY PHONE,ON HOLD,WAITLIST,y,0,1965nevarez@blahh.com
11/2/2015 1:13,72149,AR,Request Type 2,app.rug.com,119100,3,106,11,82,27,30,3,BY EMAIL,ON HOLD,WAITLIST,n,0,1222lynnann@blahh.com
12/30/2015 5:13,72181,AR,Request Type 2,m.rug.com,193500,2,102,12,80,32,28,3,BY PHONE,ON HOLD,VIP,y,0,1222lynnann@blahh.com
11/22/2015 9:13,43341,OH,Request Type 2,app.rug.com,117600,3,106,14,80,27,32,1,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
2/1/2016 0:13,32615,FL,Request Type 2,app.rug.com,82300,1,100,14,82,45,29,3,BY PHONE,ON HOLD,WAITLIST,n,1,1965nevarez@blahh.com
1/25/2016 3:13,41056,KY,Request Type 1,app.rug.com,182700,1,104,11,83,32,31,1,BY PHONE,ON HOLD,VIP,n,1,123delgado67@blahh.com
11/6/2015 6:13,20816,MD,Request Type 1,www.rug.com,368100,2,104,13,80,24,28,3,BY EMAIL,ON HOLD,VIP,n,1,1222lynnann@blahh.com
12/18/2015 23:13,35549,AL,Request Type 1,app.rug.com,142900,0,106,14,80,45,31,3,BY EMAIL,ON HOLD,WAITLIST,n,1,123delgado67@blahh.com
10/16/2015 4:13,91608,CA,Request Type 1,m.rug.com,126300,2,99,10,82,50,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
1/23/2016 5:13,94567,CA,Request Type 2,www.rug.com,119100,2,103,14,80,24,30,3,BY EMAIL,ON HOLD,WAITLIST,n,1,1973n2000@blahh.com
11/5/2015 1:13,60911,IL,Request Type 1,app.rug.com,161200,3,99,12,80,45,28,3,BY PHONE,CALLED,VIP,y,1,18john_a@abcds.k12.ia.us
11/6/2015 20:13,5062,VT,Request Type 2,m.rug.com,97000,2,104,13,82,27,32,3,BY PHONE,ON HOLD,VIP,n,1,1973n2000@blahh.com
12/7/2015 14:13,7480,NJ,Request Type 2,www.rug.com,149500,0,106,13,82,27,31,1,BY EMAIL,ON HOLD,WAITLIST,y,1,1222lynnann@blahh.com
12/28/2015 20:13,50152,IA,Request Type 2,m.rug.com,75300,0,99,14,80,45,32,1,BY EMAIL,ON HOLD,VIP,n,1,1965nevarez@blahh.com
10/17/2015 10:13,27522,NC,Request Type 2,m.rug.com,99000,2,99,11,80,45,28,3,BY PHONE,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
1/15/2016 1:13,30293,GA,Request Type 2,www.rug.com,129000,2,103,13,81,45,32,2,BY EMAIL,ON HOLD,VIP,n,1,18hiltc@abcds.cn
10/18/2015 18:13,66046,KS,Request Type 2,app.rug.com,108100,3,100,10,83,50,29,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
1/2/2016 6:13,93504,CA,Request Type 1,www.rug.com,105500,2,105,13,81,27,29,2,BY EMAIL,CALLED,VIP,n,1,18john_a@abcds.k12.ia.us
12/27/2015 18:13,70114,LA,Request Type 2,www.rug.com,194400,1,105,13,80,24,28,2,BY PHONE,ON HOLD,VIP,y,1,1965nevarez@blahh.com
11/6/2015 19:13,81231,CO,Request Type 1,m.rug.com,191800,2,99,12,83,32,0,2,BY EMAIL,CALLED,WAITLIST,n,1,1965nevarez@blahh.com
11/29/2015 18:13,35972,AL,Request Type 2,app.rug.com,82100,2,104,12,82,27,0,1,BY PHONE,ON HOLD,WAITLIST,n,1,123delgado67@blahh.com
12/19/2015 6:13,47274,IN,Request Type 1,www.rug.com,169500,2,100,11,80,45,28,3,BY EMAIL,CALLED,WAITLIST,n,1,123delgado67@blahh.com
1/9/2016 0:13,13664,NY,Request Type 1,www.rug.com,140100,0,106,12,80,32,29,2,BY PHONE,ON HOLD,WAITLIST,n,0,1965nevarez@blahh.com
1/8/2016 10:13,26354,WV,Request Type 1,www.rug.com,148500,2,105,11,82,27,31,2,BY PHONE,CALLED,WAITLIST,n,1,123delgado67@blahh.com
12/17/2015 0:13,38254,TN,Request Type 2,app.rug.com,124400,3,101,12,83,24,28,3,BY PHONE,ON HOLD,VIP,y,1,1985crp@blahh.com
1/12/2016 5:13,80939,CO,Request Type 1,app.rug.com,122900,0,105,11,81,27,29,1,BY PHONE,CALLED,WAITLIST,n,1,1973n2000@blahh.com
10/20/2015 22:13,67675,KS,Request Type 2,m.rug.com,184900,2,99,12,81,50,29,3,BY EMAIL,ON HOLD,WAITLIST,y,1,18john_a@abcds.k12.ia.us
1/15/2016 5:13,96006,CA,Request Type 1,m.rug.com,2.00E+05,0,99,13,81,32,29,3,BY PHONE,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
12/24/2015 17:13,45429,OH,Request Type 1,www.rug.com,140800,0,103,10,80,50,0,3,BY EMAIL,ON HOLD,WAITLIST,y,1,1222lynnann@blahh.com
10/26/2015 4:13,98416,WA,Request Type 2,www.rug.com,81700,2,102,14,80,24,0,2,BY EMAIL,CALLED,VIP,n,0,14792266002@blahh.com
11/13/2015 1:13,7642,NJ,Request Type 1,www.rug.com,184300,2,100,14,81,50,30,3,BY PHONE,ON HOLD,VIP,n,1,18hiltc@abcds.cn
10/8/2015 3:13,9823,AE,Request Type 1,m.rug.com,162300,1,105,14,81,24,29,2,BY PHONE,ON HOLD,VIP,n,1,1985crp@blahh.com
11/2/2015 21:13,28626,NC,Request Type 1,app.rug.com,160400,3,105,12,83,32,28,1,BY PHONE,ON HOLD,WAITLIST,y,1,18hiltc@abcds.cn
10/22/2015 13:13,13865,NY,Request Type 1,m.rug.com,122300,2,100,14,82,50,31,3,BY PHONE,CALLED,WAITLIST,n,1,14792266002@blahh.com
10/21/2015 20:13,38374,TN,Request Type 1,www.rug.com,95600,1,104,11,81,45,31,1,BY PHONE,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
11/12/2015 7:13,43311,OH,Request Type 2,m.rug.com,198000,0,99,13,80,27,32,2,BY PHONE,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/4/2015 3:13,17964,PA,Request Type 2,m.rug.com,89000,1,105,13,81,45,29,1,BY PHONE,ON HOLD,VIP,n,1,18hiltc@abcds.cn
11/10/2015 17:13,39250,MS,Request Type 1,m.rug.com,117200,2,105,13,83,45,32,3,BY PHONE,ON HOLD,WAITLIST,n,1,123delgado67@blahh.com
11/9/2015 12:13,44647,OH,Request Type 1,m.rug.com,157600,1,103,10,81,32,28,3,BY EMAIL,ON HOLD,WAITLIST,n,1,18john_a@abcds.k12.ia.us
10/13/2015 5:13,84141,UT,Request Type 1,www.rug.com,103800,3,102,11,83,24,30,2,BY PHONE,ON HOLD,VIP,n,1,1222lynnann@blahh.com
1/3/2016 17:13,8758,NJ,Request Type 1,www.rug.com,81700,3,99,11,83,27,29,3,BY PHONE,ON HOLD,WAITLIST,n,1,14792266002@blahh.com
10/5/2015 8:13,1094,MA,Request Type 2,app.rug.com,96600,2,99,12,83,50,32,2,BY EMAIL,ON HOLD,WAITLIST,n,1,1222lynnann@blahh.com
10/4/2015 20:13,34636,FL,Request Type 2,app.rug.com,78100,2,103,14,83,24,31,3,BY PHONE,ON HOLD,WAITLIST,n,1,1985crp@blahh.com
